,id,sentences
5893,5893,JOIN
5894,5894,.ACTION smack 11-08-40sUser18.
5895,5895,makes ya wonder hu 11-08-40sUser7
5896,5896,lol 11-08-40sUser6
5897,5897,hiya
5898,5898,.ACTION sighs at pm.....shakes head....
5899,5899,yes it does
5900,5900,11-08-40sUser51 get a life
5901,5901, hands 11-08-40sUser18 a pr of pasties..... there party with your own 11-08-40sUser18 LOL
5902,5902,lol  ty 11-08-40sUser6
5903,5903,tabasco hot sauce was made in la right 11-08-40sUser48
5904,5904,oh...ok 11-08-40sUser7
5905,5905,whhhooooo ridem 11-08-40sUser48 !!!
5906,5906,yw
5907,5907,lol we all the same pm
5908,5908,lol 11-08-40sUser48
5909,5909,some guys prono=pming the ladies
5910,5910, ((((((((((((((((((((((((11-08-40sUser20))))))))))))))))) I think you must have a bed roll in da corner?
5911,5911,i think so 11-08-40sUser23
5912,5912,got^^
5913,5913,JOIN
5914,5914,"are you kiddin me, if had a pair of my own, like anyone here would even know me"
5915,5915,hi 11-08-40sUser52
5916,5916,PART
5917,5917,PART
5918,5918,lol 11-08-40sUser48
5919,5919, shrugs 11-08-40sUser18..... hehe
5920,5920,Howdy 11-08-40sUser7.....
5921,5921,you ring 11-08-40sUser52
5922,5922,i'm getting him banned
5923,5923,ty 11-08-40sUser36
5924,5924,wow mercy mercy me....things aint what they used to be....hmm hmm hmm
5925,5925,ok who sang that?
5926,5926, ;-) anything for u 11-08-40sUser6
5927,5927,lol
5928,5928,"11-08-40sUser34 .... It's ""Rang"" ....."
5929,5929, dont know
5930,5930,< some guy
5931,5931,robert palmer right???anyone???? never mind...hm hmm 
5932,5932,that was that guy Marvin Gay
5933,5933,11-08-40sUser20.......
5934,5934,that hall oates guy?
5935,5935, hows ya doing?
5936,5936,was it 11-08-40sUser18?
5937,5937,PART
5938,5938,PART
5939,5939,YES
5940,5940,hall and oates?
5941,5941,when somebody rang the door bell on the show the adams family lurch would say ''you ring
5942,5942,PART
5943,5943,JOIN
5944,5944,JOIN
5945,5945,livin lol nu >?
5946,5946,Marvin
5947,5947,"hi 11-08-40sUser53, 11-08-40sUser54"
5948,5948, better than Living.... hehe TY
5949,5949,hi 11-08-40sUser53
5950,5950, but missin da dawg
5951,5951,hi 11-08-40sUser54
5952,5952,Memory different than mine......
5953,5953,shoot- up early tomorrow- nite much love
5954,5954,nite 11-08-40sUser36
5955,5955, K 11-08-40sUser36
5956,5956,JOIN
5957,5957, hugzzzzzzz
5958,5958,PART
5959,5959,h 11-08-40sUser55
5960,5960,hi 11-08-40sUser7
5961,5961,PART
5962,5962,JOIN
5963,5963,PART
5964,5964,hi 11-08-40sUser56
5965,5965,JOIN
5966,5966,florida
5967,5967,hi 11-08-40sUser57
5968,5968,"I cant play scrabble worth a crap, but I rule at name that tune"
5969,5969,PART
5970,5970,hi
5971,5971,PART
5972,5972,in how many notes 11-08-40sUser18?
5973,5973,hi 11-08-40sUser56
5974,5974,lol
5975,5975,hi 11-08-40sUser57
5976,5976,3 11-08-40sUser7
5977,5977,lol
5978,5978,JOIN
5979,5979,ok 11-08-40sUser18 . la la la....name that tune
5980,5980,PART
5981,5981,hi 11-08-40sUser58
5982,5982,lol...
5983,5983,"all you need is love,,,, the beatles"
5984,5984,11-08-40sUser58 got stuck in the door & it threw her back out
5985,5985,lol i thought you were good 11-08-40sUser18
5986,5986, Ohh I remember hearing that one 11-08-40sUser18
5987,5987,who sing the song  purple haze
5988,5988,jimmy hendrix
5989,5989,right
5990,5990,who sings bye bye boyfriend?
5991,5991,JOIN
5992,5992,hi 11-08-40sUser59
5993,5993,lol
5994,5994,my grilfriend
5995,5995,lol
5996,5996,times up...febe dobson
5997,5997,Lovely Pic in Prof 11-08-40sUser7......
5998,5998,i bet she does 11-08-40sUser18
5999,5999,lol
6000,6000,thanx 11-08-40sUser52
6001,6001,hi sorry i can't stay
6002,6002,just surfing again tonight
6003,6003,wc
6004,6004,JOIN
6005,6005,bye
6006,6006,see ya 11-08-40sUser59
6007,6007,hi 11-08-40sUser60
6008,6008,PART
6009,6009,hi how r u
6010,6010,"who sang  ""Hey won't you play another somebody done somebody wrong song?"
6011,6011,JOIN
6012,6012,11-08-40sUser18????
6013,6013,wb 11-08-40sUser45
6014,6014,wb 11-08-40sUser45
6015,6015,bj thomas
6016,6016,thanks 11-08-40sUser7..
6017,6017,mac davis
6018,6018,JOIN
6019,6019,good answer 11-08-40sUser55
6020,6020,hi 11-08-40sUser61
6021,6021,thanks 11-08-40sUser48..
6022,6022,Hi
6023,6023,PART
6024,6024,11-08-40sUser7?????????
6025,6025,does that make me old
6026,6026,"11-08-40sUser18 .... Maybe before your time but.... Who sang ""In The Ghetto""?"
6027,6027,ok who sang reach....1996?
6028,6028,elvis
6029,6029,are you kiddin me
6030,6030,"i'm not 11-08-40sUser18, guess"
6031,6031,I'm impressed with ya 11-08-40sUser18 .....
6032,6032,PART
6033,6033,JOIN
6034,6034,wb 11-08-40sUser47
6035,6035,Hi 11-08-40sUser47
6036,6036,who wrote the song crazy for patsy cline
6037,6037,in 1996? hmmm dont know
6038,6038,gloria estefan
6039,6039,tks 11-08-40sUser7
6040,6040,wb 11-08-40sUser47
6041,6041,JOIN
6042,6042,wow
6043,6043,PART
6044,6044,hi 11-08-40sUser61..how are u
6045,6045,hi 11-08-40sUser53
6046,6046,hi 11-08-40sUser53
6047,6047,tks 11-08-40sUser24
6048,6048,willie nelson
6049,6049,hi 11-08-40sUser6
6050,6050,JOIN
6051,6051,PART
6052,6052,right 11-08-40sUser55
6053,6053,willy nelson
6054,6054,hi 11-08-40sUser53
6055,6055,right
6056,6056,wrote crazy
6057,6057,"hi 11-08-40sUser62,,,,,i thing"
6058,6058,i think
6059,6059,hi 11-08-40sUser7
6060,6060,LOl 11-08-40sUser62...
6061,6061,PART
6062,6062,11-08-40sUser47 I'm fine and thanks for asking.
6063,6063,who is the bigest turkey in here lol
6064,6064,lol....
6065,6065,JOIN
6066,6066,wb 11-08-40sUser28
6067,6067,JOIN
6068,6068,hey 11-08-40sUser63
6069,6069,PART
6070,6070,JOIN
6071,6071,hi 11-08-40sUser63
6072,6072,hi 11-08-40sUser64
6073,6073, & 11-08-40sUser28
6074,6074,PART
6075,6075,ty 11-08-40sUser7
6076,6076,what was johny cashes nick name
6077,6077,and 11-08-40sUser48
6078,6078,oh i know that one...um um um
6079,6079,man in black
6080,6080,11-08-40sUser58 LOL
6081,6081,"so when Norah Jones sang, ""dont know why I didn't come"" I just figured how the hell could I know"
6082,6082,right
6083,6083,( not 11-08-40sUser58 boo hoo)
6084,6084,lol 11-08-40sUser18
6085,6085,ok easy one who sings bad day?
6086,6086,what was willie nelsons nick name
6087,6087,one eye
6088,6088,JOIN
6089,6089,lol
6090,6090,hi 11-08-40sUser65
6091,6091,hey 11-08-40sUser65
6092,6092,red headed stranger
6093,6093,Hi 11-08-40sUser65
6094,6094,JOIN
6095,6095,hi 11-08-40sUser66
6096,6096,right 11-08-40sUser55
6097,6097,(((((((((((((((((((((((11-08-40sUser66)))))))))))))))
6098,6098,JOIN
6099,6099,hi there 11-08-40sUser7
6100,6100,"hiya 11-08-40sUser7, 11-08-40sUser19, 11-08-40sUser61"
6101,6101,hi 11-08-40sUser66:)
6102,6102, (((((((((((((((((((((((((11-08-40sUser65))))))))))))
6103,6103,hey 11-08-40sUser48
6104,6104,hey 11-08-40sUser66
6105,6105,my answer to my ?  daniel powter
6106,6106,hi the 11-08-40sUser65
6107,6107,.ACTION welcomes the 11-08-40sUser66.
6108,6108,hiya 11-08-40sUser48
6109,6109,hey 11-08-40sUser28
6110,6110,hiya 11-08-40sUser66
6111,6111,"11-08-40sUser66 i see you, your not invisible"
6112,6112,hi 11-08-40sUser19
6113,6113,whats up girl
6114,6114,hey 11-08-40sUser19
6115,6115,.ACTION says thanks to 11-08-40sUser18 and hello.
6116,6116, sorry didnt see ya...
6117,6117,PART
6118,6118,JOIN
6119,6119, maybe b/c I am zzzzzzzz
6120,6120,hey 11-08-40sUser48..........how are ya
6121,6121,wb 11-08-40sUser68
6122,6122,PART
6123,6123,JOIN
6124,6124,ty and hello nice lady
6125,6125,k 11-08-40sUser19 Ty & U?
6126,6126,hi 11-08-40sUser69
6127,6127,am I suppose to be invisiable 11-08-40sUser7? huh lol
6128,6128,ty 11-08-40sUser7
6129,6129,JOIN
6130,6130,lol 11-08-40sUser66
6131,6131,hi 11-08-40sUser70
6132,6132,doing great 11-08-40sUser48.....ty
6133,6133,chuckles too 11-08-40sUser7
6134,6134,JOIN
6135,6135,11-08-40sUser70 heyyyyyy
6136,6136,hi all
6137,6137, Kewl 11-08-40sUser19
6138,6138,hi 11-08-40sUser70
6139,6139, hey 11-08-40sUser69
6140,6140,Hi 11-08-40sUser69
6141,6141,hi y'all
6142,6142,hi 11-08-40sUser69
6143,6143,hello all
6144,6144,hey 11-08-40sUser71
6145,6145,hi 11-08-40sUser48 where from?
6146,6146,heyyyyyyyy 11-08-40sUser70 
6147,6147,hi 11-08-40sUser66
6148,6148,PART
6149,6149,JOIN
6150,6150, Lousiana
6151,6151,11-08-40sUser69
6152,6152,even 11-08-40sUser55
6153,6153,yes 11-08-40sUser48
6154,6154,what song did hank willams sang on monday night football on tv
6155,6155,i figured lol
6156,6156, 11-08-40sUser70 where  u from...I used to know a 11-08-40sUser70
6157,6157,im just south of NO
6158,6158,got me 11-08-40sUser34........no idea lol
6159,6159,all my rowdy friends are coming over tonight
6160,6160,and hello
6161,6161, hehe 11-08-40sUser69  smart man
6162,6162,you having a party 11-08-40sUser18?
6163,6163,right 11-08-40sUser18
6164,6164,PART
6165,6165,cool 11-08-40sUser69
6166,6166,are you ready for some football???? guessing
6167,6167,I know hank and hank jr
6168,6168,la la la hey jude
6169,6169,"ok who sang  ""slow hand"""
6170,6170,eric
6171,6171,pointer sisters
6172,6172,who broke the beattles up
6173,6173,conway
6174,6174,PART
6175,6175,PART
6176,6176,good answer 11-08-40sUser46
6177,6177,yoko
6178,6178,yoko
6179,6179,lol
6180,6180,ty
6181,6181,yoko did
6182,6182,right 11-08-40sUser18
6183,6183,lol 11-08-40sUser7
6184,6184,and 11-08-40sUser7
6185,6185,.ACTION applaudes 11-08-40sUser46.
6186,6186,lol
6187,6187,lol
6188,6188,yea me
6189,6189,go me 
6190,6190,go me
6191,6191,lol
6192,6192,JOIN
6193,6193,what did yoko say when John got shot
6194,6194,lmao
6195,6195,hi 11-08-40sUser73
6196,6196,ono
6197,6197,My bad 11-08-40sUser70.. you not the same one
6198,6198,oh shit
6199,6199,hey there 11-08-40sUser73
6200,6200,what tv show did the beattles sing om 
6201,6201,hi 11-08-40sUser73
6202,6202,heya 11-08-40sUser7!
6203,6203,h shit
6204,6204,i   get all ur  money now fawker
6205,6205,ok girl
6206,6206,lol
6207,6207,JOIN
6208,6208,ed sullivan
6209,6209,heya 11-08-40sUser66!
6210,6210,hi 11-08-40sUser74
6211,6211,ed sullivan show
6212,6212, (((((((((((((((11-08-40sUser73))))))))))))))
6213,6213,right 11-08-40sUser55
6214,6214,hi 11-08-40sUser68!
6215,6215,hi 11-08-40sUser46.. 11-08-40sUser46
6216,6216,good evening
6217,6217,i am the walrus
6218,6218,imagine that
6219,6219,hey 11-08-40sUser68 and 11-08-40sUser74
6220,6220,((((((11-08-40sUser48!)))))))))))
6221,6221,hiya 11-08-40sUser66
6222,6222,I am convinced yoko hired that guy to shoot john
6223,6223,bbl...
6224,6224,you don't like him 11-08-40sUser28 lol
6225,6225,JOIN
6226,6226,and I'm the egg man
6227,6227,k 11-08-40sUser24
6228,6228,no way 11-08-40sUser18
6229,6229,wouldnt suprise me
6230,6230,imagine was john 11-08-40sUser61...lol
6231,6231, nite
6232,6232,lol 11-08-40sUser61
6233,6233,see yah 11-08-40sUser48
6234,6234,you taking off?
6235,6235,lol
6236,6236,nope
6237,6237,who is that 11-08-40sUser66
6238,6238,PART
6239,6239, LOL was saying laters ta 11-08-40sUser24
6240,6240, hehe
6241,6241,she'll be back
6242,6242,ohhh ok oops 11-08-40sUser48........just got here..I need a minute lol
6243,6243,yep
6244,6244,who is who 11-08-40sUser28?
6245,6245," its ok 11-08-40sUser66... I am in the ""zone"" again..."
6246,6246,JOIN
6247,6247,have a gn 11-08-40sUser48
6248,6248, 11-08-40sUser75 heyyyyyyyy
6249,6249,"you know in the ""balad of John and Yoko"" he sings......""last night the wife said, oh boy when your dead, you wont take nothing with you but your soul"""
6250,6250,hi 11-08-40sUser48
6251,6251,hi 11-08-40sUser75 moochhhhhhhhh
6252,6252, 11-08-40sUser69........
6253,6253, not going... hehe
6254,6254,........... you are 11-08-40sUser48 is that a good thing or not? LOL
6255,6255,i just got here too and i showered so ya can't leave yet...lol
6256,6256,ma bad
6257,6257, I think I will stay & hassle ya...
6258,6258,PART
6259,6259,thought you looked spiff 11-08-40sUser65
6260,6260,hey 11-08-40sUser65
6261,6261,night 11-08-40sUser24
6262,6262, nawwww not 11-08-40sUser69
6263,6263,feel free
6264,6264,hey 11-08-40sUser75
6265,6265,JOIN
6266,6266,hiya 11-08-40sUser75
6267,6267,OK ..... Checked in ...... Now checkin out....... Niters all .......
6268,6268,hey 11-08-40sUser66
6269,6269,hi 11-08-40sUser76
6270,6270,seee you 11-08-40sUser52
6271,6271,'ello
6272,6272,night 11-08-40sUser52
6273,6273,lol
6274,6274,whou said I idnt like...lol
6275,6275,nite 11-08-40sUser52
6276,6276,.ACTION straightens my nightie t-shirt.
6277,6277,PART
6278,6278,JOIN
6279,6279,11-08-40sUser66............ seems the last few nights I been in here I am like zzzzzzzing & that sucks LOL
6280,6280,JOIN
6281,6281,hi 11-08-40sUser78
6282,6282,looks down...
6283,6283,hi 11-08-40sUser7
6284,6284,well ok ! LOL.sooo.Im AFK fer a few more min.geesh !!!
6285,6285,still in day clothes..geesh
6286,6286,PART
6287,6287,well.........tonights a new night 11-08-40sUser48
6288,6288,get comfy and relax :)
6289,6289,i'm in my jammies
6290,6290,u poor thing
6291,6291,lol
6292,6292,im still dressed
6293,6293,the sleep over isn't tonight?
6294,6294,jeans and a pink sweater here
6295,6295,PART
6296,6296,ugh
6297,6297, yeah normy I am comfy hehe
6298,6298,good idea 11-08-40sUser66.
6299,6299,busy day
6300,6300,yeppers 11-08-40sUser68
6301,6301,.ACTION always comfy in chat.
6302,6302, yeah 11-08-40sUser7 we can say it is! LOL
6303,6303,jeans and short sleeved shirt
6304,6304,me too 11-08-40sUser65...no matter what I'm wearing
6305,6305,yeppers
6306,6306,sounds good 11-08-40sUser48
6307,6307, heheh 11-08-40sUser66
6308,6308,<perk> sleepover lol?
6309,6309,but jammies sound like heaven right now :)
6310,6310,took off the tennies awhile ago
6311,6311, yeah 11-08-40sUser75
6312,6312,what what 11-08-40sUser48....huh ;)
6313,6313,that tired huh 11-08-40sUser66?
6314,6314,lol 11-08-40sUser75...bring ur pillow
6315,6315,get comfy 11-08-40sUser70
6316,6316,"yep, off to bed.  Night all"
6317,6317, SLEEP...over not sex night...simular but not hehe
6318,6318,lol 11-08-40sUser65
6319,6319,put on your jammies 11-08-40sUser75
6320,6320,k 11-08-40sUser61
6321,6321,nope 11-08-40sUser68......thats comfy to me :)
6322,6322,lol 11-08-40sUser7
6323,6323,oh
6324,6324,PART
6325,6325,I think sweat pants belong on a shelf at the store LOL I like my jammers
6326,6326,JOIN
6327,6327,hi 11-08-40sUser79
6328,6328,yep 11-08-40sUser66
6329,6329,looks around.....11-08-40sUser69  must be sleepin on da chat couch
6330,6330,I wear sweats to bed myself
6331,6331,JOIN
6332,6332,JOIN
6333,6333,"11-08-adultsUser13 , welcome to #talkcity_adults ! .4Please ask in the main room before Private Messaging others!. You can find our rules at httpThanks for joining us!"
6334,6334,no rain here..for a change LOL
6335,6335,.ACTION rubs her aching belly.
6336,6336,suppose to be sunny and 75 tomorrow
6337,6337,LMAO i love garlic
6338,6338,"NOTICE 11-08-adultsUser13 to #talkcity_adults, To get your own game/control bot for your chat room please contact Dawnstar Visit http://www.shadowbots.com"
6339,6339,"Paxil is helping me, 11-08-adultsUser70."
6340,6340,PART
6341,6341,this edmonton/detroit game is goin to shit
6342,6342,HI ROOM
6343,6343,my family says it made me skin and bones
6344,6344,PART
6345,6345,JOIN
6346,6346,PART
6347,6347,JOIN
6348,6348,HOW R U ALL DOING 2DAY
6349,6349,may i pm you 11-08-adultsUser7?
6350,6350,gawd i need meds that would make me skin and bones LOL
6351,6351,sure 11-08-adultsUser69
6352,6352,no need to yell 11-08-adultsUser19
6353,6353,what do you weigh now 11-08-adultsUser70.... 93lbs soakin wet?
6354,6354,really???? I talked to someone else who says she gained 30 lbs while on paxil!
6355,6355,Great till you busted caps on mah eyes mang
6356,6356,"thats good 11-08-adultsUser56, it helped me too 11-08-adultsUser56 but when i didnt take it which is now~ u cant sleep eat, live "
6357,6357,Paxil = danger!
6358,6358,breathe
6359,6359,'YES 11-08-adultsUser8
6360,6360,.ACTION smewchies 11-08-adultsUser3's eyes to make him feel better.
6361,6361,JOIN
6362,6362,hi .. 11-08-adultsUser3
6363,6363,PART
6364,6364,Hi 11-08-adultsUser24
6365,6365,hi 11-08-adultsUser3
6366,6366,JOIN
6367,6367,thats why im drinking away the withdrawal
6368,6368,who did what to your eyes?
6369,6369,.12(((((..4 11-08-adultsUser46 ..12)))))
6370,6370,anyone else from tennesee here
6371,6371,ty 11-08-adultsUser35
6372,6372,better SSRI's out there girl
6373,6373,PART
6374,6374,JOIN
6375,6375,well.. you've gotta deal with the issues that caused your depression in the first place.. antidepressants aren't a cure.. they're just meant to help you while you deal with the real problem
6376,6376,awww 11-08-adultsUser3 you know i lubbs ya honey :)
6377,6377,JOIN
6378,6378,ohh.. withdrawl..
6379,6379,heyyyyyyyyy 11-08-adultsUser78 :)
6380,6380,hey 11-08-adultsUser78
6381,6381,aren't you supposed to wean yourself off?
6382,6382,i need meds like that now 11-08-adultsUser56
6383,6383,JOIN
6384,6384,hiya 11-08-adultsUser35
6385,6385,JOIN
6386,6386,hi 11-08-adultsUser30
6387,6387,Paxil yes...
6388,6388,yea well nobody is gonna bring back my ex who died and those pills cost too much
6389,6389,JOIN
6390,6390,Paxil can be horrid
6391,6391,"yeah, 11-08-adultsUser35.. I just started Paxil.."
6392,6392,JOIN
6393,6393,uh oh..
6394,6394,PART
6395,6395,PART
6396,6396,did u take it 11-08-adultsUser8
6397,6397,awww 11-08-adultsUser70 i am so sorry honey :(
6398,6398,try Zoloft or Wellbutrin (sp?)
6399,6399,PART
6400,6400,PART
6401,6401,no I had a roomate who did though
6402,6402,i tried those too 11-08-adultsUser8
6403,6403,PART
6404,6404,just knocked her out
6405,6405,OK - can someone kick 11-08-adultsUser66  for making obscene suggestions in pm - and if u like I'll post it in the room so we can all point and laugh at the moron
6406,6406,is not on any meds
6407,6407,neysa left bruises on me
6408,6408,PART
6409,6409,lol
6410,6410,how are you 11-08-adultsUser46 chica? 
6411,6411,thats what it DOES
6412,6412,Wellbutrin i tried when i quit smoking..LMAO i had 3 bouts of hives..smoking was the last thing on my mind..the itch and the swelling was horrible
6413,6413,lol 11-08-adultsUser28.. control your woman!
6414,6414,JOIN
6415,6415,u dont want to live at all just sleep
6416,6416,naw
6417,6417,i don't wanna
6418,6418,JOIN
6419,6419,"i'm not that ""controlling"""
6420,6420,shut up 11-08-adultsUser39
6421,6421,"wow.. I've heard so many opposite stories bout Paxil.. one gained weight, another lost it.. one couldn't sleep, another slept all the time..."
6422,6422, neither am i just drugs
6423,6423, alcohol
6424,6424,guess it affects different people very differently..
6425,6425,JOIN
6426,6426,ha just kidding
6427,6427,"yeah it does, they all do"
6428,6428,always 11-08-adultsUser56
6429,6429,looks to be case by case 11-08-adultsUser56
6430,6430,why 11-08-adultsUser70
6431,6431,JOIN
6432,6432,Id read up on it if I were you 11-08-adultsUser56
6433,6433,PART
6434,6434,I've been fine on it so far.  I've been sleeping..
6435,6435,its what makes us individual
6436,6436,how long?
6437,6437,haven't been eating too much..
6438,6438,PART
6439,6439,u r not on meds 
6440,6440,"I am good, 11-08-adultsUser3 .. how you doin tonight?"
6441,6441,.ACTION will never take wellbutrin again LOL.
6442,6442,PART
6443,6443,bye 11-08-adultsUser70
6444,6444,PART
6445,6445,really 11-08-adultsUser35? Why?
6446,6446,"my tummy is a bit upset, but nothing serious.. I can still eat."
6447,6447,11-08-adultsUser56 yea i have slept like 5 hours this week
6448,6448,how long have you been taking it 11-08-adultsUser56?
6449,6449,holy crap!
6450,6450,sucks but ill get through it
6451,6451,"a week now, 11-08-adultsUser8."
6452,6452,11-08-adultsUser70 probably looks like death
6453,6453,JOIN
6454,6454,JOIN
6455,6455,yah it will take a few weeks for it to kick in
6456,6456,JOIN
6457,6457,PRIVMSG 11-08-adultsUser13 how are you doing tonight
6458,6458,i'm okay just movin files around and shit boring and time consuming :) 
6459,6459,anti depressant talk? I want in!
6460,6460,how mean 11-08-adultsUser28
6461,6461,LOL HEY!
6462,6462,lol 11-08-adultsUser65
6463,6463,LOL 11-08-adultsUser8 i took it for smoking cessation..LMAO 2 1/2 weeks later i had 3 bouts of bad hives....had to get shots 3 times that week..the swelling and itch was so bad
6464,6464,didnt see you there
6465,6465,it's already working.. my anxiety is down to near nothing..
6466,6466,PART
6467,6467,life is a trip
6468,6468,im leaving
6469,6469,well dayum 11-08-adultsUser70
6470,6470,I'm on it too 
6471,6471,yeah real excitin
6472,6472,haha
6473,6473,hi 11-08-adultsUser65
6474,6474,heyyyyyyyyyy 11-08-adultsUser65 honey *smewchies*
6475,6475,"you don't eat you don't sleep you live on alcohol, what can i say"
6476,6476,JOIN
6477,6477,your HOT?
6478,6478,hey 11-08-adultsUser35
6479,6479,JOIN
6480,6480,Wellbutrin? since when is Wellbutrin used for that?
6481,6481,welcome to da real world
6482,6482,ever hear of Zyban?
6483,6483,Ummm are you taking anything else with it 11-08-adultsUser56?
6484,6484,yea i stopped taking paxil a week ago
6485,6485,no
6486,6486,that's wellbutrin
6487,6487,JOIN
6488,6488,"an people cry when we talk sports , ohh yeah talkin bout wantin to kill themself is much betta convo"
6489,6489,i'll keep you awake for other reasons 11-08-adultsUser70
6490,6490,hi 11-08-adultsUser91
6491,6491,"11-08-adultsUser30, nobody's talkin bout wanting to kill themselves."
6492,6492,"Paxil, all antidepressants for that matter take at least a few weeks to work"
6493,6493,sex take a deep breath think about till you let it go
6494,6494,JOIN
6495,6495,PART
6496,6496,might as well
6497,6497,"u seriously hurt my feelings 11-08-adultsUser28,"
6498,6498,hiya 11-08-adultsUser92 honey *smewchies*
6499,6499,PART
6500,6500,not you 11-08-adultsUser56
6501,6501,11-08-adultsUser30 shut up about it
6502,6502,talkin bout sports makes me wanna talk about killing myself :/ wanting to talk about killing myself makes me wanna go play sports.. .its a vicious circle Gosh
6503,6503,mwahs 11-08-adultsUser35
6504,6504,lmao 11-08-adultsUser3
6505,6505,PART
6506,6506,go DETROIT
6507,6507,im going through enough trying not to take that crap
6508,6508,lmao 11-08-adultsUser3
6509,6509,PART
6510,6510,awww 11-08-adultsUser92 *blush*
6511,6511,"11-08-adultsUser30, do I sit in here and complain how bad my life sucks and stuff?  I'm on antidepressants now, and I brought up the topic.  Sorry."
6512,6512,lol 11-08-adultsUser3
6513,6513,detroit sucks
6514,6514,hi 11-08-adultsUser1
6515,6515,11-08-adultsUser70... i appologize
6516,6516,hi
6517,6517,cali is better
6518,6518,11-08-adultsUser56 i said not you
6519,6519,hi 11-08-adultsUser26
6520,6520,okay.
6521,6521,scroll up
6522,6522,michigan sucks
6523,6523,noth sucks
6524,6524,PART
6525,6525,JOIN
6526,6526,nortenos sucks
6527,6527,.ACTION talks about masturbating while depressed.
6528,6528,PART
6529,6529,"thx, i guess 11-08-adultsUser28~ u try watching your ex die in front of u"
6530,6530,<--bitches and complains about how bad her life has been recently but i'll stop now
6531,6531,moans for no reason
6532,6532,PART
6533,6533,I was actually very surprised that so many people have been on these things.. 
6534,6534,thats an oxymoron..oh wait I know how thats facilitated
6535,6535,.ACTION snickers.
6536,6536,"umm not gonna happen, but then again i don't know what you're talkin about 11-08-adultsUser70"
6537,6537,look at us babi look at us now
6538,6538,lol
6539,6539,"if you wanna yak, pm me"
6540,6540,brb I have midgets to watch
6541,6541,im outta here  :beer: 
6542,6542,where is everyone at
6543,6543,chews gum
6544,6544,he's 2 feet tall
6545,6545,PART
6546,6546,ta ta 11-08-adultsUser70
6547,6547,PART
6548,6548,every nite i pray i hope that u will stay
6549,6549,.ACTION is now losted.
6550,6550,JOIN
6551,6551,PART
6552,6552,JOIN
6553,6553,babi look at us
6554,6554,JOIN
6555,6555,11-08-adultsUser95!!
6556,6556,heyyyyyyyyyyyyyy 11-08-adultsUser95 gurlie :)
6557,6557,hi babycakeses!
6558,6558,ewww @ my pm..
6559,6559,PART
6560,6560,PART
6561,6561,11-08-adultsUser1
6562,6562,PART
6563,6563,hey 11-08-adultsUser95
6564,6564, im bored
6565,6565,11-08-adultsUser35
6566,6566,11-08-adultsUser92
6567,6567,PART
6568,6568,who are you 11-08-adultsUser59?
6569,6569,NICK :11-08-adultsUser65
6570,6570,hey 11-08-adultsUser95
6571,6571,LMAO @ 11-08-adultsUser65 
6572,6572,lol hi 11-08-adultsUser65
6573,6573,is yummylicious
6574,6574,PART
6575,6575,lol 11-08-adultsUser65
6576,6576,dat guy that smokes that chronic
6577,6577,.ACTION drools on himself.
6578,6578,ahh ok
6579,6579,.ACTION rubs her belly.
6580,6580,chronic = weed
6581,6581,sticky icky
6582,6582,got it
6583,6583,LMAO 11-08-adultsUser65 change it to wee 11-08-adultsUser65 LOL
6584,6584,put it in a jar!!!
6585,6585,hey 11-08-adultsUser56
6586,6586,JOIN
6587,6587,is cuddlicious
6588,6588,duh
6589,6589,hey 11-08-adultsUser28
6590,6590,the name on my phone has changed
6591,6591,JOIN
6592,6592,huh?
6593,6593,that would be mean I just had a 11-08-adultsUser65 moment
6594,6594,its not Rick James anymore
6595,6595,you know all the things you can do with spit vinyl?
6596,6596,and thought I'd share
6597,6597,hahah!
6598,6598,hey 11-08-adultsUser50
6599,6599,LMAO 11-08-adultsUser65 
6600,6600,hey 11-08-adultsUser95
6601,6601,im rich james biatch
6602,6602,it makes a great lube
6603,6603,is f**kalicious
6604,6604,in a pinch
6605,6605,its now S & S Swackhammer
6606,6606,JOIN
6607,6607,JOIN
6608,6608,im rich biatch
6609,6609,11-08-adultsUser30
6610,6610,oh lord..
6611,6611,why?!?!?
6612,6612,JOIN
6613,6613,que mami
6614,6614,JOIN
6615,6615,PART
6616,6616,u want me
6617,6617,look at the last name
6618,6618, :beer: 
6619,6619,jucilicious
6620,6620,.12(((((..4 11-08-adultsUser102 ..12)))))
6621,6621,11-08-adultsUser102
6622,6622,hey 11-08-adultsUser101!
6623,6623,yeah...
6624,6624,hey 11-08-adultsUser100 and 11-08-adultsUser99
6625,6625,hey 11-08-adultsUser102
6626,6626,11-08-adultsUser102 im gold
6627,6627,hiya 11-08-adultsUser102 :)
6628,6628,11-08-adultsUser102's here?
6629,6629,((((((((( 11-08-adultsUser3)))))))
6630,6630,hey 11-08-adultsUser3!
6631,6631,11-08-adultsUser95
6632,6632,hi all
6633,6633,.12(((((..4 11-08-adultsUser95 ..12)))))
6634,6634,hey 11-08-adultsUser30
6635,6635,hey 11-08-adultsUser102 
6636,6636,hey 11-08-adultsUser102
6637,6637,hi 11-08-adultsUser35
6638,6638,look at us now
6639,6639,.4 (((((((((((( .6 11-08-adultsUser3 .4))))))))))))
6640,6640,PART
6641,6641,what is here?
6642,6642,lol i couldnt find you in the P's
6643,6643,what?
6644,6644,who?
6645,6645,hey 11-08-adultsUser1
6646,6646,oh..
6647,6647,here is a crowded chat room LOL
6648,6648,hey 11-08-adultsUser92
6649,6649,JOIN
